study_idx,Unknown,Left-Cerebral-White-Matter,Left-Cerebral-Cortex,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus-Proper*,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Cerebral-White-Matter,Right-Cerebral-Cortex,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus-Proper*,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,5th-Ventricle,WM-hypointensities,non-WM-hypointensities,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,ndv,ndp
p_0,0.9780501286653434,0.826729421551121,0.7124762377558392,0.8735622048946445,0.32563510016587643,0.7602716389742507,0.7881420612449879,0.828838282700788,0.7999999988530466,0.6322639563508803,0.733958181365157,0.8438702560641279,0.7471852590911329,0.8690439905061051,0.8043596722939512,0.7779624773736347,0.7343923135042766,0.6374650453171944,0.8339553850933467,0.3076922485207214,0.29007633341750355,0.8211492383390677,0.7027774821646289,0.8341498553068085,0.45596868438386806,0.7193721372829358,0.8148421554840388,0.873810185987303,0.7658178397659462,0.6003088245631205,0.6859374982137044,0.8049013636874065,0.8235039947645194,0.5968109294091805,0.838080027647875,0.4406778914105269,0.27380952148121157,0.0,0.0033030552989012775,0.0,0.49169434399178835,0.0,0.0,0.0,0.0,0.0,0.05645832455078298,0.31325426056018757
p_1,0.9758449286158808,0.8228296611127989,0.7116700192598007,0.8237554789985255,0.1865284941877635,0.7782113524256519,0.7908989058192356,0.8518251923641001,0.7825643630097319,0.6147429673959817,0.664900120943946,0.6736242852294863,0.8267760566347641,0.8650841249936734,0.7912441952134519,0.727272725451358,0.6180048631727256,0.6165413482327373,0.8376358688539097,0.0,0.26736841823822716,0.8223927687867945,0.713973576650412,0.799729019561581,0.12121211905147738,0.7912134084711673,0.8325424737569523,0.8768768764228658,0.7272944541977839,0.5841158053754736,0.602428826194647,0.7771875866394674,0.7671497566010876,0.4805653676285133,0.7896560459818677,0.04878047590720099,0.2629904532026463,0.0,0.0017064846270777763,0.0,0.32171580906928127,0.0,0.0,0.0,0.0,0.0,0.09572983125741188,0.4743610778882647
p_2,0.9785039972795436,0.8461992704141197,0.7405697527452242,0.8735131994616028,0.5496342680289,0.8082823369356799,0.853737437962126,0.8684474315298971,0.8446638804346577,0.6810635078589765,0.6666666647526078,0.8107638853699484,0.8402323877265208,0.8964590198507634,0.8378579784543192,0.8101539270587255,0.727975931551457,0.6243654769512227,0.8589445082858513,0.42424235996327875,0.39524244835093825,0.8338828454644994,0.7262574886595422,0.8535636573788069,0.5779735631896602,0.8370387345756821,0.8816045501596609,0.8812315828484987,0.8180392146169422,0.6397032420250052,0.6790617829546287,0.8081299007973822,0.8133663346203803,0.684164473454379,0.8510471708249685,0.0,0.33084111840335406,0.0,0.0,0.0,0.5073995664397555,0.0,0.0,0.0,0.0,0.0,0.08181641925088015,0.3202706378642579
p_3,0.9741350894505676,0.8235871497316962,0.6936276960304069,0.8498538992752002,0.44943819719732364,0.7488477398017207,0.6957732360154972,0.8446763862674577,0.7820665071525141,0.6447450565611395,0.7098445580530126,0.7781690113444752,0.7267511338112572,0.8551388115406398,0.7872009329048815,0.7826780000460202,0.734537069786642,0.568896046987139,0.8408203928914553,0.2127659121774655,0.38444924129266206,0.8105027787641772,0.6853615814392684,0.8837861232288469,0.319702598268865,0.7883163611419495,0.807510938683721,0.8562157054361816,0.771424726528421,0.5962322775332761,0.6700152857173722,0.7963176057392958,0.747663549513353,0.5237113366067949,0.8355753570083323,0.0,0.4425936915967062,0.0,0.009813542592605078,0.0,0.09275362049989506,0.0,0.0,0.0,0.0,0.0,0.11169030334553562,0.5626594876533348
p_4,0.9783346371039259,0.8374360002993932,0.7249233262373197,0.8898736087190005,0.4860050828752534,0.8024262906109706,0.859485335617285,0.842730940755409,0.839891166973743,0.6955017293959885,0.7052449052768858,0.7962154265057663,0.8346285905754047,0.9018843172846889,0.8379598275355904,0.8130370346280383,0.6785853063405156,0.6020557958733055,0.8233706123955162,0.26229503896802636,0.3994601862384603,0.8386732509006376,0.7298906071525378,0.8780969904651545,0.6083916030734999,0.8282355797381054,0.8634130682960189,0.8550756896398732,0.8406408085575033,0.7224580546569052,0.7331562406830325,0.8426781671362927,0.8221734335286129,0.6458333291286893,0.8488282742519898,0.1851851508916387,0.5538128688274048,0.0,0.005357142809311225,0.0,0.5539452406772103,0.0,0.0,0.0,0.0,0.0,0.07070365043439619,0.37429674310559974
p_5,0.9777766698530218,0.8337013792214534,0.7271363259911857,0.9085512288759676,0.3325242678091715,0.7672940137322043,0.8318066217955556,0.8628901729116242,0.852376247555289,0.7590739643328684,0.6896894392802746,0.8485156030233046,0.7750865032746255,0.8769050408512977,0.8030030021991962,0.7826606852536302,0.6802106821662502,0.6142742532937109,0.8415364958821726,0.30188673549306877,0.3815950896834657,0.8294305250752444,0.7159695429889795,0.9149539741460794,0.4369973131769797,0.7801527202849443,0.8399707184646872,0.8693875092448233,0.8463956630391375,0.7743105250746154,0.7358131937664588,0.8281998622976436,0.8124362874300808,0.682539677122701,0.8417450803659697,0.33333327777778704,0.42648709076045405,0.0,0.003981420013394691,0.0,0.597194376809732,0.0,0.0,0.0,0.0,0.0,0.06430035377080882,0.35648593917988264
p_6,0.9755463812260056,0.8202342498707244,0.6805353650152883,0.9123439117239168,0.4931002714526194,0.7344705933250412,0.8144395830621656,0.8070577447255627,0.7502847731296232,0.5014652438149511,0.527777776281809,0.8329374483163434,0.8026456903778233,0.8433606570013643,0.8293567986670083,0.7631781929463147,0.676171075986909,0.6311970903120062,0.8255403809120554,0.37931027942926215,0.4224376702047253,0.810332699136438,0.6644697550945746,0.900873830783114,0.34809474409789143,0.7635837451432331,0.8326450830833165,0.8350231563180479,0.7641149973858504,0.5774783438673263,0.6550710420012958,0.8343676244783081,0.8151500695208431,0.620416247567728,0.8227288787356585,0.07843135717032212,0.41464672297758265,0.0,0.003629764043377108,0.0,0.18518517946959323,0.0,0.0,0.0,0.0,0.0,0.1399264882325001,0.5962301544466561
p_7,0.9797258045383896,0.8354174762302187,0.7364182529242919,0.8485493226070845,0.4644194713069338,0.8174779798710222,0.8601980358155319,0.8817939942000359,0.8384615373865878,0.6953147728244109,0.6354903927313185,0.8078967319366107,0.8233363704223585,0.8876169201077726,0.8165018471516314,0.7915582515421848,0.7214969507332595,0.6032843508791327,0.8417649288305773,0.3214285140306225,0.46113650907161,0.8342648632506189,0.7370989172335838,0.8900876082137467,0.3440094858361864,0.8289952418356826,0.8706810901841382,0.8795119466307904,0.8451412148813533,0.7009927966702426,0.6412763750867824,0.83350130937966,0.8427270469044374,0.6517189786867043,0.8387360662248328,0.20289852131905486,0.47594277974029403,0.0,0.004136504610791059,0.0,0.5235294040657441,0.0,0.0,0.0,0.0,0.0,0.036108332543665855,0.16045915173077838
p_8,0.9777742906559979,0.8419330884067374,0.7301923385788894,0.8407719539017743,0.572192508269229,0.8093767321851648,0.8556813981166059,0.8507076376173206,0.8532332273513766,0.6997433696538244,0.6941685747538361,0.8032786856618721,0.7868241127266955,0.8866503310850984,0.827719177920246,0.7920498344940675,0.7213948393701604,0.6794019877126081,0.8588957047465755,0.44117640570935207,0.41141897219631424,0.8319346672823728,0.728320500782802,0.7934563898228884,0.5634028847238934,0.8375467631681366,0.875008036978396,0.8842333780818272,0.826275786066401,0.6689989835582903,0.6635850008639317,0.8247401662678417,0.820932131859002,0.6881076986678557,0.8502814250935447,0.04999998750000312,0.2715627645468594,0.0,0.0,0.0,0.5682888450818078,0.0,0.0,0.0,0.0,0.0,0.051623893601182594,0.22182546707483994
p_9,0.9755268692410044,0.8489438320020846,0.7024623519704959,0.9089718399615335,0.3278688470841173,0.8172722172257983,0.8557777009805724,0.8640009867555221,0.8381554000781359,0.7308500470574498,0.6886200701419801,0.7109750734106904,0.8334481947313389,0.907217258978534,0.8018387367351986,0.816632580720407,0.5945945917752745,0.6486915095266336,0.8395612920124611,0.5641025158886739,0.4129213454148782,0.8356817462514601,0.6917594394076781,0.8951377057893956,0.4799025520109312,0.8341012470039321,0.8412125379031853,0.8783444554715334,0.8001889456776229,0.6897775914276103,0.6874999983473559,0.8023880587434172,0.8354020484743603,0.6415373197225623,0.8194746189813603,0.0624999804687561,0.35338345643243446,0.0,0.006349206298815823,0.0,0.5217391209829869,0.0,0.0,0.0,0.0,0.0,0.129803289779874,0.6897098889901166
p_10,0.9768153000507103,0.8492370124398957,0.7009597717716348,0.8348766253626951,0.227272724554154,0.8086296020654526,0.8431585619304306,0.8651335549980153,0.8425964033997579,0.6770370363205958,0.6744416856713605,0.7754777039192766,0.842402382244939,0.8955804438173863,0.7659574459228059,0.798659590062386,0.7286956490056711,0.6100690956557838,0.8401242779936757,0.0,0.4905660341758633,0.8444087695985795,0.6997460272177802,0.8468986189975023,0.4362139872817491,0.8322784807967735,0.8715324245037606,0.9013323725235072,0.8444690867140712,0.6987198864038707,0.6592178756218595,0.802112456454269,0.8260442240146333,0.6572504646209938,0.8265460022374189,0.46153841081995484,0.42942345639878426,0.0,0.0018165304103857365,0.0,0.4255319058397467,0.0,0.0,0.0,0.0,0.0,0.08597110611894765,0.4748468270862389
p_11,0.9744497953100454,0.8331992641443002,0.726782192782013,0.8946957875407255,0.6186829967941577,0.8087418495506091,0.8432337738817135,0.8679153188530808,0.8334536692738224,0.6057634574687177,0.6461086621485348,0.7862016649499557,0.7613112956886716,0.876397579059104,0.8382381978686172,0.7998935582759618,0.7430249605615823,0.5427782838750848,0.8389581424557028,0.0,0.47529644033944446,0.8203605432923307,0.6982670316101848,0.901210367185908,0.6924540222418896,0.8127144901167113,0.8598984089403137,0.8723363156683601,0.8270231887990734,0.6190774362146969,0.6925531896474649,0.8608923876145695,0.8433348583524167,0.6413949913465126,0.8552911383743887,0.2399999520000096,0.5415720102609176,0.0,0.00651890478149345,0.0,0.4949152458488942,0.0,0.0,0.0,0.0,0.0,0.061531006693070524,0.33754172045889264
p_12,0.9767761850441098,0.829825985442385,0.6991637421853412,0.8830245743353404,0.4305732429226339,0.8131544281634357,0.8295476285745685,0.8755801594388077,0.8260974423226032,0.6325733711644119,0.6992585711323944,0.7581196548798305,0.7821420888986004,0.9007886962299722,0.8265215231800875,0.8011428548538775,0.7166738074724655,0.5161290273612047,0.8129991730349774,0.0,0.526383522996245,0.8276007486032478,0.6842462157908923,0.8557317385725336,0.3605706827422739,0.8234786555804998,0.860386447224752,0.8594204455136161,0.7972578098479908,0.7180284183858477,0.7240704483266378,0.8278879805251964,0.8323793926618168,0.6606060556014692,0.8446258495740355,0.0,0.3821022700134782,0.0,0.004126547441105408,0.0,0.5483234605853361,0.0,0.0,0.0,0.0,0.0,0.0670587414649818,0.3333858662095587
p_13,0.9809236017365736,0.8579636042352018,0.7356634367307822,0.8557424524586486,0.40927693848189717,0.8051683099030532,0.8536947246009461,0.8608332005394986,0.8530761076895941,0.6854942226299805,0.6825543713962186,0.7294610113581318,0.7648363816837593,0.8923002401601616,0.8227368412392244,0.8100399292354822,0.7125748472516046,0.590664267588292,0.8463566175424999,0.4615384023668715,0.3457943884837104,0.8553496188429761,0.7316142324949424,0.8297056903393553,0.6712611945467871,0.8023388900715752,0.8628514263435889,0.8868886233126079,0.8514084497049197,0.6626240345505799,0.7217351160089176,0.8324113902556737,0.8519339717863168,0.622302152677139,0.8497115285635946,0.14545451900826925,0.28650646685299014,0.0,0.0,0.0,0.5472061551598043,0.0,0.0,0.0,0.0,0.0,0.035073891502831446,0.1573287680105008
p_14,0.9793817794883075,0.8449308522479962,0.7359530927730602,0.8221503632294864,0.508987696225282,0.7809126276620255,0.8310687286408007,0.8591279605781892,0.8052487971868926,0.6931806122672811,0.6911623422402442,0.7547528481237982,0.66390777220246,0.9073897537500636,0.8067561888305118,0.8059384920309159,0.7342931913144856,0.5956006717800282,0.8442391091417697,0.5526315062326965,0.3247232432383365,0.836011616017251,0.727641742746268,0.7917964686813808,0.5103448217201745,0.8174407178051885,0.8541474021992267,0.8690567270362571,0.7943110146326164,0.6942950535755615,0.666154238621178,0.8143639675244837,0.8507649840713193,0.635350313412816,0.8418188876391188,0.15789469529086964,0.2045454524323817,0.0,0.0,0.0,0.5198675410617957,0.0,0.0,0.0,0.0,0.0,0.09330695305697613,0.43944110776723766
p_15,0.9698132332012055,0.8301630577662074,0.650700687932299,0.9178232970233231,0.63556850848711,0.80774587147432,0.8366760466036682,0.8719186779720974,0.8471007436878835,0.7009010957540972,0.6963042295224846,0.8592827942367618,0.8673915749688894,0.8871522582846335,0.8379804060308103,0.8281016417695017,0.7110406724192252,0.58837208618172,0.8502745820637503,0.6444443728395141,0.5026177981232239,0.8126815881860444,0.6412252078893549,0.9273248351169208,0.612244893928605,0.8340892980743837,0.8321924087133891,0.8643773377442696,0.830014428816718,0.7254858649232709,0.7442099826448533,0.8325034422793692,0.8364240220414502,0.56572769289052,0.8544284392129652,0.2857142274052597,0.4689397455911268,0.0,0.005830903747588165,0.0,0.5833333227657007,0.0,0.0,0.0,0.0,0.0,0.17476301056404572,0.9036014524980462
p_16,0.9750733362175653,0.8096209275856181,0.6861140376902304,0.8880132284107894,0.591572118382722,0.7968217932199522,0.821847393654631,0.8465212632522753,0.7821782166829089,0.5953631348848941,0.6824430906413274,0.8220689626825207,0.8013377908554342,0.8602473175637619,0.8322907349495674,0.8162193675139457,0.7233542291404614,0.5737704859244828,0.8170204764070821,0.41095884781385644,0.37386180838852806,0.8100445188594209,0.687463332964424,0.875523764813339,0.4185110621880175,0.7886835477246701,0.8274506310548497,0.8433524564459014,0.6764135451642346,0.6365397022123439,0.6940404884686613,0.8308058273061693,0.8122026285692621,0.6396841002992685,0.827317434511165,0.11538459319527053,0.42430591710683124,0.0,0.0032467531940462147,0.0,0.5391304254064274,0.0,0.0,0.0,0.0,0.0,0.05143710065707741,0.24859564509652374
p_17,0.9756286595944585,0.8275264963844048,0.6922338308802788,0.7864623521185854,0.6016371036723254,0.8044724362973904,0.8544476468694613,0.7975811912643584,0.7734327989731287,0.6521739124477769,0.668660062289927,0.8066712021556459,0.8237663631692408,0.896690630427279,0.8215525106652488,0.7807439807861183,0.6947124635480028,0.6139731784476135,0.7826788985081256,0.042553182435493095,0.36450381331580334,0.818413261155977,0.6888882373801822,0.8049450544424669,0.35075493204698105,0.7945401015267775,0.8588836522140206,0.8132470888417868,0.7222287796928004,0.5655213737859355,0.5956583473409245,0.8188917805700151,0.7961038943807276,0.5179282834134908,0.8000614008749241,0.13636360537190786,0.3964968121298025,0.0,0.006718924896764559,0.0,0.479532156731986,0.0,0.0,0.0,0.0,0.0,0.08224743659142973,0.43755208310844945
p_18,0.9785017394612265,0.8465631683962083,0.7193521213283927,0.6974388372539767,0.30277185178281607,0.829172664921992,0.852595234964213,0.845231455268065,0.7537675262039477,0.6786494531493055,0.6986417642218978,0.73209301985073,0.812731308135378,0.8993290946469266,0.7815635236102478,0.8210689366871444,0.6876172575627708,0.6438661662166084,0.8172901073837988,0.393939334251616,0.20853080321645967,0.8482319336696742,0.7283540057580473,0.7699937996900241,0.49772933244569184,0.8455072030757441,0.8637713463852171,0.9019180918082332,0.7817470654736023,0.6279399257316143,0.6662606563819313,0.8152492661150575,0.821584383876959,0.6846100711897166,0.8368698006816586,0.14492751522789635,0.2741432993339221,0.0,0.001659751023570531,0.0,0.43589742658338837,0.0,0.0,0.0,0.0,0.0,0.0739114622098572,0.31983886079939206
p_19,0.9754513563660598,0.811601440886616,0.7030346120182412,0.8323858061606314,0.3494926679876813,0.7971094838752204,0.7548395000647176,0.8259119038363608,0.756802242977837,0.5518099259213709,0.676318509109828,0.7960552236842002,0.7351633967708147,0.840305809103535,0.7726413103880634,0.7980409081012938,0.7297187088066909,0.5298759804974523,0.8082942869023085,0.0,0.2433537807428039,0.8079005027365784,0.6944972977628313,0.8372563560819746,0.28950862829337815,0.8021464285535699,0.7234349758599996,0.866479924764096,0.7868477836906845,0.5540573663225578,0.6435564947246454,0.790286021812967,0.744997139093776,0.580700251232278,0.8279623194566561,0.0,0.3723916503018327,0.0,0.003072196573391758,0.0,0.32472323525006513,0.0,0.0,0.0,0.0,0.0,0.10148048067341402,0.5510015069019564
p_20,0.9758147701575846,0.8190002489893919,0.6803114341506556,0.7609238918887362,0.1004709560365627,0.7728509377182828,0.8221825620785138,0.8266835737391044,0.6928490981238048,0.5531295482595255,0.6635773852389669,0.7274247461228062,0.7673586237953743,0.867502446619207,0.7616858230252052,0.7984445858767187,0.7020841818468158,0.5390693543540882,0.8291095087738437,0.37837834429023925,0.1812949614202164,0.8166613359000023,0.6617892717339157,0.7791222968868003,0.612173909494644,0.7475826454848421,0.8217927410154808,0.866944924734325,0.6221731927438318,0.5713272448166262,0.6842001949279682,0.7798696589610159,0.7712617396007572,0.5527065487698963,0.8247278376168524,0.12307690414201475,0.3211223669437072,0.0,0.0,0.0,0.19686800454433995,0.0,0.0,0.0,0.0,0.0,0.1380147311397796,0.7329415676098118
p_21,0.9780350336056024,0.8381151954021975,0.704510202773115,0.8869673443755635,0.5988334374670549,0.8107247014163849,0.8253409848196434,0.8832779399358709,0.8546669441901578,0.6844247126485158,0.6663883075858282,0.776074763453926,0.7730864737568606,0.8834877563065043,0.8346741382674915,0.8281293928885248,0.6989979931903888,0.6593059884912778,0.8513893766695486,0.21212117998163937,0.45148895076134027,0.8368504257598264,0.7077721227925173,0.882243713391782,0.6586826303480863,0.8138004621798733,0.8471328680989116,0.866128346331211,0.8337004396104621,0.6856332696733145,0.6979322091282623,0.8401486981411324,0.8079575575385741,0.6784500293783139,0.8582267306058873,0.2972972571219923,0.4289044269048744,0.0,0.0038167938749198763,0.0,0.7422934557053829,0.0,0.0,0.0,0.0,0.0,0.057274109521444745,0.28319178241890147
p_22,0.9736323893548456,0.809248739840882,0.7080817696632001,0.7121814695005292,0.16894409728019755,0.7635648637408172,0.8059255553855215,0.777080135446221,0.6752031511016953,0.5631326034524766,0.6136162674323248,0.5882352916808811,0.6889930772739605,0.8218777226615795,0.7463545656692685,0.6802030438680121,0.5548640663122697,0.6213093670005817,0.7778142968136283,0.0,0.13740457805489195,0.818914944429906,0.717917155076969,0.6734841622864397,0.2726326714606382,0.7747194949553436,0.7442022667330024,0.8643414778138794,0.7298293505394822,0.5606924637874823,0.7083415485932922,0.7715475234550913,0.7491361420199583,0.5718585359529079,0.756756756121574,0.2877697634698012,0.17198067466685338,0.0,0.001315789465027701,0.0,0.5224625537027862,0.0,0.0,0.0,0.0,0.0,0.06407537819435861,0.33721788766024324
p_23,0.9781521069947388,0.8380132898290256,0.7154883315194711,0.8712091370267777,0.4718066689090142,0.8088772955872491,0.8413613427133004,0.8228281148544329,0.8545176100194162,0.7274114433488704,0.723252494714093,0.7532338270983392,0.8348348330441123,0.8799970053750567,0.8181429173960816,0.8136200692544203,0.6784765248960295,0.6394671054165937,0.8499437983795955,0.583333252314826,0.310454062191615,0.8328691163153474,0.7024380130657196,0.8806991676946935,0.6190089307960281,0.7523793777596345,0.8255302858844117,0.8886956516909262,0.8506401127896632,0.6985228282245716,0.7196691159934074,0.828721324114061,0.8519999978699999,0.615034163894957,0.8549690016391425,0.3898304754380953,0.43273013034830743,0.0,0.0,0.0,0.5370675364568775,0.0,0.0,0.0,0.0,0.0,0.06690806857376348,0.3311190366190129
p_24,0.9726503356537674,0.830331538820877,0.6590624113818239,0.8841329566932686,0.5128733211856507,0.788134201524784,0.8268851380406836,0.8504056789741343,0.8227953399572999,0.7360954037872979,0.6768759553933742,0.800370825709608,0.7784956142628159,0.8841569217494988,0.8398955395340543,0.7998853188076682,0.7751977525511667,0.5689467907823367,0.8338145964016583,0.2448979092045083,0.43952940969633214,0.8217663484301464,0.6673330022636328,0.883453753586387,0.4899193499000066,0.8363636361222615,0.8369036126683712,0.8339483389528258,0.7954934386829814,0.7137639800116823,0.6857291378067867,0.8441661689086005,0.8023288028768261,0.6866230057378577,0.8336273992385809,0.0930232341806432,0.5534907054068774,0.0,0.005641748862598747,0.0,0.5991678141585601,0.0,0.0,0.0,0.0,0.0,0.16004954214496026,0.7738524445058528
p_25,0.975282849413347,0.8296683272429151,0.6768661993255505,0.8886988738461241,0.4227848047748759,0.7758962695882973,0.8213945842473834,0.8463991199305118,0.8326564895215566,0.5851460926951395,0.6874999984085649,0.8178770919259698,0.7785419517026096,0.8763621516696978,0.8433566426194435,0.7850919632500195,0.7075306448882195,0.5191313286542779,0.8214454856290182,0.16326527280300554,0.4061068671289552,0.8248449908119688,0.6845594734393594,0.8791400852577383,0.5586206848394769,0.7991731888428889,0.8052447156659571,0.8639951787502289,0.7854612245302963,0.5858223297194946,0.677085725862823,0.8187720266937748,0.855555553292181,0.6430517652765507,0.8063946455930898,0.0,0.34730538691080914,0.0,0.005471956149494444,0.0,0.3915857541814603,0.0,0.0,0.0,0.0,0.0,0.06221867579042527,0.37661754482925375
p_26,0.9800761944223714,0.8287463304345642,0.7247913258871403,0.7149171264135201,0.25999999628571435,0.7409879838240595,0.7930382196194072,0.8701469731495828,0.6496359365054475,0.5681153765658591,0.6095876060088181,0.5874822148827723,0.6791338560395871,0.8691338605179695,0.776416377865309,0.7661691516876644,0.6404800837944349,0.5224416470157841,0.7548730998847378,0.05714284081633119,0.16200294312219524,0.8209026938791932,0.7147635681665417,0.7779233247944081,0.5033492774799112,0.712581135641357,0.7962297069585715,0.8855776098941125,0.6971088215695387,0.6027070919299328,0.7135047566035538,0.7920685950781687,0.8106684201163371,0.5610437971943728,0.7654320981269336,0.0,0.2101841797379829,0.0,0.0,0.0,0.21576763037826494,0.0,0.0,0.0,0.0,0.0,0.05901884091439795,0.2973324812932587
