study_idx,Unknown,Left-Cerebral-White-Matter,Left-Cerebral-Cortex,Left-Lateral-Ventricle,Left-Inf-Lat-Vent,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus-Proper*,Left-Caudate,Left-Putamen,Left-Pallidum,3rd-Ventricle,4th-Ventricle,Brain-Stem,Left-Hippocampus,Left-Amygdala,CSF,Left-Accumbens-area,Left-VentralDC,Left-vessel,Left-choroid-plexus,Right-Cerebral-White-Matter,Right-Cerebral-Cortex,Right-Lateral-Ventricle,Right-Inf-Lat-Vent,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus-Proper*,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Right-vessel,Right-choroid-plexus,5th-Ventricle,WM-hypointensities,non-WM-hypointensities,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,ndv,ndp
p_0,0.9796704739639229,0.8326963989451863,0.7520104853023142,0.8826425562247594,0.343434338478581,0.7563082985913624,0.7899246106679403,0.8223253846685349,0.7948680123951217,0.7342005523566522,0.735360869869812,0.8406578569947213,0.7632398734079961,0.8551949362239588,0.8317813934106855,0.7877369511169274,0.7310344799577222,0.6793134536647385,0.8275923130898855,0.4324323155588336,0.260642916936204,0.8388296048012839,0.7509967266484076,0.84330143477624,0.48558757776510447,0.7252590044243616,0.8194093721789986,0.8641261195054293,0.7748985314160186,0.664209841031639,0.69468712941042,0.816380888283352,0.7875716157171185,0.5792778604452288,0.8395215986794702,0.4642856313775658,0.2299651547912443,0.0,0.004962779115278915,0.0,0.4858155942231278,0.0,0.0,0.0,0.0,0.0,0.02799166143914626,0.00032383279864940136
p_1,0.9767960350361506,0.8275396326343412,0.7465054467862391,0.8348053235260572,0.19069766998377513,0.781245703107098,0.7650084402571172,0.8580922191707943,0.7918080150875638,0.7005174070854009,0.7099236627673213,0.7080745304965087,0.8460083222739154,0.8593367249451452,0.8106145243849027,0.7596555946871941,0.6329238298136421,0.6123381522289555,0.8393720824443173,0.0,0.18262806032708173,0.8271338915946763,0.7499993341667222,0.8301470580605266,0.20186915510524944,0.7831348259211207,0.8310295819167394,0.8843875603530846,0.7332860846523906,0.6760563374177895,0.7034249139943077,0.7855958732864285,0.7765862359772426,0.6223684169581025,0.8230438513989305,0.04761903628118183,0.1835245027786809,0.0,0.005123825746167159,0.0,0.3080939867338385,0.0,0.0,0.0,0.0,0.0,0.024881662213477703,0.00010794426621646712
p_2,0.9811652894451531,0.8442204694895244,0.7688822819479485,0.8866394767398951,0.5879265014707808,0.8181136426829784,0.8711879473214506,0.8712161914913032,0.8505658425275645,0.7254139340755484,0.7123663265358752,0.8244897921791845,0.8566804516153922,0.8922006953152286,0.8496609276477195,0.8082956638971133,0.7419354806367241,0.6038047923589347,0.8638797549423394,0.6071427487245091,0.3227132546483735,0.8445692387114196,0.7686788501061558,0.8768747813903908,0.6204877988245093,0.846562416294305,0.8973039878739216,0.8773533169576839,0.8315160944554568,0.6462932830045396,0.692243534355731,0.8313574700081625,0.8145201372090498,0.7042001724378895,0.8605168900779044,0.0799999680000128,0.3032629529437337,0.0,0.002528444974355942,0.0,0.5053533082365459,0.0,0.0,0.0,0.0,0.0,0.02305207069530355,0.00026986066554116777
p_3,0.9738071773592233,0.8323032495184378,0.7265709189579788,0.862147220912338,0.42944784749143744,0.749892732208918,0.6775417100705461,0.8516359430430986,0.797209024944761,0.6737160114061269,0.6667990455385245,0.8069800541061963,0.7578221218087654,0.8411884912191137,0.8226937261783268,0.8166838289992692,0.7069695775626893,0.63556850848711,0.8339204391838471,0.27906970254192964,0.312809622697738,0.8256047093274221,0.7250765492734124,0.8823038393646478,0.344512189870241,0.7732624729066608,0.7677724540952428,0.8529273999690121,0.7819568989667288,0.621504383367324,0.6460317447499371,0.8161668832540923,0.7388659023147581,0.6104252358681397,0.8262013321411774,0.0,0.33942250831218324,0.0,0.007874015670531342,0.0,0.08904109284105848,0.0,0.0,0.0,0.0,0.0,0.030145753500113122,0.00010794426621646712
p_4,0.9799821529630909,0.8428394738352969,0.748328249088389,0.8901335628937492,0.4698795109957905,0.8362045052740594,0.8764988334276153,0.8399324650945306,0.844532141609168,0.7059636643898464,0.7162830700875822,0.8357116690972862,0.8417756477403285,0.9014894451367129,0.8470242126646026,0.8134715002490746,0.7016706416003554,0.6008462581040461,0.8350986290592765,0.4782607655954857,0.3732782343438138,0.8491292266207499,0.7674474640008206,0.8768401406880779,0.6499498430295904,0.8404430239690867,0.8798524066223621,0.8383996419097007,0.8425752846909914,0.7303513744442093,0.7518502378061598,0.8464343589481014,0.8011019261677632,0.6429530158191072,0.8505904158772417,0.1249999609375122,0.5473795630101664,0.0,0.0017857142697704084,0.0,0.6080843478368305,0.0,0.0,0.0,0.0,0.0,0.026053566619132378,0.00016191639932470068
p_5,0.9792401701423041,0.8443344138955657,0.7599914535418184,0.9119368447224888,0.3865030615567015,0.7886586121898116,0.8501907640975358,0.8573091242683257,0.8477631862366313,0.7745885947430267,0.6816943257822781,0.8586626118068322,0.7961703179738717,0.8688534728019187,0.8134598446508268,0.7741549483273857,0.6636363611225895,0.6117297653175222,0.8444576868847262,0.3555554765432274,0.33617859267118455,0.8467922778690978,0.7528897202174556,0.9129561137735647,0.4704049770964957,0.7925478345778625,0.8591180474899283,0.8610115970240989,0.8395008129793806,0.790671641053478,0.7675450019109183,0.8444486901925772,0.799693406234815,0.6876475162262194,0.8351907406395299,0.199999960000008,0.46412555793651594,0.0,0.003989361675602649,0.0,0.5863636230371905,0.0,0.0,0.0,0.0,0.0,0.023549963180569202,0.00026986066554116777
p_6,0.976018211821803,0.8272708798879667,0.6999485086761383,0.9175724859688581,0.5051334650396975,0.7258297256607946,0.8268475595488153,0.8158991100011828,0.7546835433485019,0.4702201895437129,0.5787098471496951,0.8312907409875078,0.8040256160951041,0.83249487595364,0.8261499449238049,0.7756962005678577,0.6659825517394431,0.5985915422700523,0.8300510568653802,0.43137246443677163,0.33433734687998984,0.8267876181205518,0.7123041649456074,0.9020424656007577,0.41133004419544283,0.7620615110636578,0.8424618858828338,0.8427208366619139,0.7722659359422216,0.545580909827892,0.616756628451639,0.8453095516675445,0.8021795763985322,0.6972656181907655,0.8215549298543455,0.08163263640150277,0.398148146100061,0.0,0.003634161092464197,0.0,0.19999999354838732,0.0,0.0,0.0,0.0,0.0,0.02751204274286371,0.00026986066554116777
p_7,0.9819566666004114,0.8418803344233647,0.76957940048897,0.8576264432210143,0.4777070012982272,0.8190373583386554,0.8606666218992244,0.8928665991140886,0.8341629541077248,0.6583999993416,0.5963280279159656,0.8084778388883319,0.8212596920346895,0.8765527794254858,0.8279042378062165,0.7812057719184665,0.717400595479262,0.5795454498413519,0.8540644532428433,0.2962962414266219,0.4297213595682888,0.8445722028433228,0.779594337200956,0.88897434877169,0.41602066645968133,0.8358408343662836,0.8838175695919375,0.8791073225977867,0.8351228813706479,0.6651512149978739,0.6316316300509719,0.8354506343548559,0.8148706334718145,0.6640685840680547,0.8485801101869642,0.23076918639054106,0.4537389071372693,0.0,0.0020661156811351685,0.0,0.5816993369003377,0.0,0.0,0.0,0.0,0.0,0.03678272448062854,0.0008095819966235033
p_8,0.9802692657529462,0.8450088192904809,0.7598392524661923,0.856255725920668,0.5567620872975115,0.8076891746605606,0.8719234783406365,0.8524518622961589,0.8442198658562733,0.6972418209351702,0.7185398637883289,0.8167345397381172,0.815221985591497,0.8867101596381193,0.8444838271549803,0.8185853778674597,0.7319330696620395,0.6372239697379813,0.8650107983576217,0.45833323784724206,0.3669064715206253,0.846853169694256,0.7712870384837062,0.8141445842358558,0.6107266383155135,0.8464730288000252,0.8930366481572035,0.8868961831401675,0.8344845897522787,0.7070685394110603,0.7240125981972072,0.8241022511421158,0.8250137113960128,0.6636636586812038,0.857814998722297,0.0624999804687561,0.25106021839643583,0.0,0.004581901436633432,0.0,0.5577264554577894,0.0,0.0,0.0,0.0,0.0,0.0324314082974334,0.0007556098635152698
p_9,0.9769879011439658,0.8516483260402808,0.7344572540351039,0.9149875791015766,0.3073852234054846,0.8346873458780504,0.8774181743353378,0.8868712542298461,0.8362395743792778,0.7374893569790092,0.6578164324609375,0.7678401485830629,0.8614457811365946,0.9074711478386366,0.7995006232215972,0.7985468930034778,0.7014997547097254,0.6488956538545647,0.8507535237231371,0.5555554938271673,0.42318435458670145,0.8455730672017215,0.7258363081467553,0.9127563874724054,0.526912173839771,0.8481301999792354,0.8631349081943838,0.8729205748136832,0.8174873653572836,0.7095811354993721,0.7223092398247724,0.8289078725133827,0.8173588902626228,0.6853035089033266,0.8425324666776254,0.08695648393196351,0.458257157475581,0.0,0.0015910898839213215,0.0,0.5261044071063372,0.0,0.0,0.0,0.0,0.0,0.02147378275269579,0.00032383279864940136
